,product_name,Accuracy_Score,uses_cov
855,P744,3.9215640135203955e-07,no
856,P746,0.6937882791584733,no
857,P748,0.8668579280989438,no
858,P749,0.11715814341746134,no
859,P750,0.26951021487100024,no
860,P754,0.6654708114537705,no
861,P755,0.20615268963880307,no
862,P757,0.0,no
863,P758,0.755846443172756,no
864,P759,0.8434999807477888,no
865,P760,0.40007523345435236,no
866,P762,0.8285413300323174,yes
867,P764,1.818180825896576e-07,no
868,P765,0.08633474576070654,no
869,P768,0.5315235296768629,no
870,P769,0.8201368080102605,no
871,P771,0.0,no
872,P773,0.0,no
873,P774,0.5722528191187624,yes
874,P775,0.8727972196546203,yes
875,P776,0.5532285982041436,no
876,P782,0.11710354209173945,no
877,P783,0.516748339093388,yes
878,P790,9.783692189735405e-09,no
879,P791,0.0,no
880,P792,0.0,no
881,P793,0.0,no
882,P794,8.942139551049166e-08,no
883,P795,0.0,no
884,P796,0.3290605748864667,no
885,P797,0.0,no
886,P798,0.7593841071620162,no
887,P799,0.0,no
888,P800,0.04631186030762191,no
889,P801,0.23286125709262784,no
890,P802,0.4985693489397519,no
891,P803,0.0,no
892,P804,0.4124322556740342,no
893,P806,0.11971856564800332,no
894,P807,0.0,no
895,P808,0.28764592039687154,no
896,P809,0.0,no
897,P810,1.6577777928183934e-08,no
898,P811,0.0,no
899,P812,2.0322722282806183e-08,no
900,P813,0.4913153591865904,no
901,P814,0.0,no
902,P815,0.29471275263396757,no
903,P817,1.4745021204021214e-08,no
904,P819,0.0,no
905,P820,0.595249313470226,no
906,P821,0.0,no
907,P822,0.0,no
908,P826,0.5167189818803755,no
909,P829,0.0,no
910,P831,0.0,no
911,P833,0.0,no
912,P835,0.0,no
913,P839,0.0,no
914,P840,0.0,no
915,P848,0.0,no
916,P851,0.4962601125511801,no
917,P852,0.0,no
918,P853,0.11872709310596952,no
919,P858,0.6520211296562374,no
920,P860,0.0,no
921,P864,0.0,no
922,P867,6.2124655864082e-08,no
923,P868,0.5499585859203098,no
924,P870,0.0,no
925,P872,0.7017736445140415,no
926,P874,0.2779408122223871,no
927,P875,1.135099503279946e-08,no
928,P876,0.208991415710161,no
929,P882,0.888785708821331,no
930,P885,0.0,no
931,P887,0.0,no
932,P888,0.27209813884379075,no
933,P889,0.0,no
934,P890,0.0,no
935,P891,0.0,no
936,P892,0.0,no
937,P893,0.0004985044865403188,no
938,P894,0.0004985044865403188,no
939,P896,0.0004985044865403188,no
940,P897,0.0,no
941,P898,0.0,no
942,P900,0.0,no
943,P901,0.0,no
944,P902,0.0,no
945,P903,0.0,no
946,P904,0.0,no
947,P905,0.0,no
948,P906,0.0,no
949,P907,0.0,no
950,P908,0.0,no
951,P909,0.0,no
952,P910,0.0,no
953,P911,0.0,no
954,P912,0.0,no
955,P914,0.0,no
956,P915,0.0,no
957,P916,0.0,no
958,P917,0.0,no
959,P918,0.414745450386228,no
960,P919,0.0,no
961,P920,0.4928270049757424,no
962,P921,0.625787420410403,no
963,P922,0.4045400399580392,no
964,P923,0.5229364813528976,no
965,P924,0.7191713180772881,no
966,P925,0.557725687769127,no
967,P926,0.4875288005216373,no
968,P927,0.6182085168869309,no
969,P928,0.5957665832260137,no
970,P929,0.602381427637102,no
971,P930,0.7008686648100735,no
972,P932,0.5859770891641598,no
973,P933,0.5579859102548279,no
974,P934,0.7043902464308587,no
975,P936,0.7681824077180639,yes
976,P937,0.7394111144267795,yes
977,P938,0.12897144674093375,no
978,P939,0.8321937875805632,no
979,P941,0.4602261781532313,no
980,P942,0.7462044470346463,no
981,P943,0.14053487152581945,no
982,P945,0.34043529378559634,no
983,P946,0.3702588500664269,no
984,P947,0.6496589087473074,no
985,P948,0.7068742359864362,no
986,P949,0.6455962238587452,no
987,P950,0.14932861225619254,no
988,P951,0.33017130479638224,no
989,P952,0.6188945548753879,no
990,P953,0.23407622607628853,no
991,P954,0.7731644798924419,no
992,P955,7.777777288886512e-08,no
993,P956,0.7540192957230165,no
994,P957,0.6870749713651029,no
995,P958,0.5983113571801983,no
996,P959,0.18287208050558823,no
997,P960,0.5864128886223141,no
998,P962,0.5940885757919929,yes
999,P963,0.7197287915122992,no
1000,P964,0.8335705072372599,no
1001,P965,0.784939203096338,no
1002,P966,0.73064062168117,no
1003,P968,0.6567104717324712,no
1004,P969,0.015149544940787907,no
1005,P971,0.7528136264718855,no
1006,P974,0.679124913340573,no
1007,P975,0.6783067041469942,no
1008,P976,0.5848345577746653,no
1009,P977,0.661329853531454,no
1010,P978,0.6105572621925379,yes
1011,P980,0.6875603683970515,no
1012,P981,0.0,no
1013,P982,0.6857199584886706,no
1014,P983,0.7994358849645766,no
1015,P984,0.6312614539473702,yes
1016,P985,0.13089608277961962,no
1017,P986,0.5088409938274886,no
1018,P987,0.8016118712507588,no
1019,P988,0.4842442655440087,no
1020,P989,0.3364468008656578,no
1021,P990,0.0,no
1022,P991,0.11919862709698481,no
1023,P992,0.6223751685297398,no
1024,P993,0.6731688477130284,no
1025,P994,0.7042801673930774,no
1026,P995,0.4836654513483065,no
1027,P996,0.7713725834958101,no
1028,P997,0.3544833904995923,yes
1029,P998,0.017486363839657626,no
1030,P999,0.7590441654882253,yes
