,product_name,accuracy
0,P1822,0.4793127179145813
1,P918,0.41336941719055176
2,P1688,0.4077991843223572
3,P1243,0.634291410446167
4,P271,0.6719367504119873
5,P769,0.8431832790374756
6,P1791,0.7612454891204834
7,P1014,0.4441806674003601
8,P502,0.46652501821517944
9,P1088,5.7816505432128906e-05
10,P532,0.8572608232498169
11,P1023,0.4014433026313782
12,P696,0.7282724380493164
13,P782,0.0012260675430297852
14,P1452,0.16978389024734497
15,P675,0.01454693078994751
16,P234,0.22446155548095703
17,P499,0.29669320583343506
18,P999,0.22757327556610107
19,P744,0.0008230805397033691
20,P955,0.046498656272888184
21,P1619,0.4938915967941284
22,P1245,0.5291825532913208
23,P225,0.5712532997131348
24,P273,0.7705387473106384
25,P1182,0.3163118362426758
26,P974,0.38331103324890137
27,P794,0.0017979741096496582
28,P1782,0.43047237396240234
29,P1358,0.6816482543945312
30,P655,0.30897730588912964
31,P1821,0.23720771074295044
32,P1253,0.10322576761245728
33,P528,0.4750019311904907
34,P355,0.40261709690093994
35,P299,0.16396528482437134
36,P434,0.014526963233947754
37,P800,0.013789832592010498
38,P1038,0.0015218853950500488
39,P1022,0.23805582523345947
40,P892,0.0
41,P579,0.0
42,P1031,0.6265333890914917
43,P287,0.6304587125778198
44,P1914,0.6433150768280029
45,P917,0.022436022758483887
46,P1044,0.007006645202636719
47,P1899,0.19921374320983887
48,P1380,0.7550866007804871
49,P1137,0.34417909383773804
50,P570,0.1044994592666626
51,P1552,0.0
52,P271,0.6910257935523987
53,P1258,0.3805655837059021
54,P1366,0.01796013116836548
55,P1614,0.13272744417190552
56,P1012,0.35839933156967163
57,P1470,0.0037511587142944336
58,P1212,0.031637370586395264
59,P1158,0.043496668338775635
60,P756,0.012462496757507324
61,P739,0.2124362587928772
62,P924,0.7316209673881531
63,P1710,0.22791337966918945
64,P528,0.44567376375198364
65,P1283,0.44091325998306274
66,P550,0.010539889335632324
67,P1112,0.013144135475158691
68,P711,0.0
69,P1728,0.0038803815841674805
70,P225,0.5870183706283569
71,P552,0.6567023992538452
72,P1355,0.8617788553237915
73,P232,0.0749434232711792
74,P706,0.29403001070022583
75,P649,0.010302126407623291
76,P302,0.23434394598007202
77,P1472,0.03731459379196167
78,P988,0.23876309394836426
79,P917,0.03399616479873657
80,P1342,0.010527431964874268
81,P567,0.8179783821105957
82,P868,0.16817021369934082
83,P1547,0.18713033199310303
84,P760,0.009900927543640137
85,P612,0.15630239248275757
86,P983,0.4325065612792969
87,P1684,0.13365936279296875
88,P1606,0.708105206489563
89,P544,0.21114760637283325
90,P1460,0.0
91,P385,4.887580871582031e-05
92,P1810,0.0
93,P1143,0.6915282011032104
94,P495,0.7077807188034058
95,P1292,0.7398321628570557
96,P280,0.0006663203239440918
97,P243,0.06711429357528687
98,P510,0.5728636980056763
99,P1300,0.7523136138916016
