,product_name,Accuracy_Score,Val_Score,uses_cov
496,P1807,0.38192659183952105,0.6354907460133759,no
497,P1808,0.5915934128682538,0.08547065854310465,no
498,P1810,0.0,0.0,no
499,P1813,0.7381986168979793,0.839324372019506,no
500,P1814,0.8053724119320556,0.6232466823656829,no
501,P1815,0.6995689786399082,0.5321986132503879,no
502,P1817,0.5286669664043286,0.43149891094939785,no
503,P1818,0.7969839208687963,0.6979692418205463,no
504,P1820,0.8489408312394428,0.8491657585641356,no
505,P1821,0.6823702549670044,0.6175857836953494,no
506,P1822,0.8802368213573367,0.8043633764402129,no
507,P1823,0.8500511662085342,0.5527288354281669,no
508,P1826,0.719516278395564,0.7021106833488266,no
509,P1827,0.0,0.0,no
510,P1834,0.0,0.0,no
511,P1843,0.5334904564704608,0.2686472840839973,no
512,P1844,0.0,0.0,no
513,P1846,0.0,0.0,no
514,P1848,0.10889328061924686,0.0,no
515,P1849,0.2426987722000914,0.07981944599475499,no
516,P1850,0.276697311984488,0.1810631669385101,no
517,P1852,0.8541372618497641,0.8115922197108744,no
518,P1854,0.6943381102378728,0.5557459582647204,no
519,P1855,0.7205818909001553,0.6809244086594548,no
520,P1857,0.21139632577877376,0.0,no
521,P1860,0.7725126665737321,0.7746552659312482,no
522,P1861,0.6223764097653388,0.8494825811116319,yes
523,P1862,0.060315210789758655,0.025641422044545337,no
524,P1863,0.700705593075942,0.5438661022204402,no
525,P1864,0.0,0.0,no
526,P1865,0.84131584562893,0.815359842078165,no
527,P1867,0.3061042603392129,0.0038262464598621815,no
528,P1868,0.6482261677575025,0.7796844523162375,no
529,P1871,0.6418382474396077,0.7861330483847617,no
530,P1872,0.9230161366814238,0.8532372578366979,no
531,P1873,0.7528500139785808,0.6905445909062651,no
532,P1874,0.8004429948053068,0.6985499333673564,no
533,P1875,0.7899689233291269,0.7197607414457355,no
534,P1876,0.6670781393052103,0.5972749813457451,no
535,P1877,0.9004329020558638,0.8330887880703308,no
536,P1884,0.0,0.0,no
537,P1885,0.5594035220091664,0.5403352457482917,no
538,P1886,0.7205683215527268,0.4624144968378403,no
539,P1887,0.4730735643157087,0.09344858464172134,no
540,P1888,0.0,0.0,no
541,P1889,3.8856298067990735e-08,5.5555527844752817e-08,no
542,P1890,0.22610002166771825,0.13679005916054965,no
543,P1896,0.7703824932176868,0.704811809249618,no
544,P1899,0.5721728410408877,0.32074869105489,no
545,P1901,0.7428310839593639,0.6718962866039421,no
546,P1902,0.5936487848793606,0.5969134519456633,yes
547,P1904,0.9221220479079698,0.7983134210661479,no
548,P1905,0.43535993789452854,0.09811702132894551,no
549,P1906,0.6983407988875354,0.7408013349730552,no
550,P1907,0.35274040460343836,0.1051082149579331,no
551,P1908,0.795492783063778,0.5854604702397653,no
552,P1909,0.8408056098623973,0.45704035451560854,no
553,P1910,0.5973076120619341,0.5877228632897462,no
554,P1911,0.7941107024255123,0.8589946842511667,no
555,P1912,0.5223227814610966,0.4816929505125648,no
556,P1913,0.8504974836998862,0.747144578113273,no
557,P1914,0.8164995025018658,0.6771148257691351,no
558,P1915,0.1519540943675286,0.0952497331241211,no
559,P1916,0.0,0.0,no
560,P1917,0.8338316847769123,0.806348733638648,no
561,P211,9.960158720012657e-08,1.63857660995248e-07,no
562,P220,0.4997801257805946,0.31797101614051526,no
563,P222,0.7984165190822492,0.6629960292751977,no
564,P223,0.36925911366445796,0.44569534080210826,no
565,P224,0.7852603544572014,0.6812525983911293,no
566,P225,0.6820753346518027,0.4626970610132042,no
567,P226,3.3333288884662693e-07,1.3333325332709478e-07,no
568,P227,0.38844116803585227,0.30451144427648535,no
569,P230,0.4562105774514599,0.40166970382995604,no
570,P232,0.21022727269108288,0.4622527945157501,no
571,P234,0.46118592809748593,0.2185114634153792,no
572,P236,0.2441113489899126,0.11724559379743005,no
573,P238,0.19041769039073575,0.2004448582285281,no
574,P240,0.43628339295007024,0.4560533478420542,no
575,P242,0.47353368516251804,0.28458290286252763,no
576,P243,0.3815522274001458,0.2957196981293463,no
577,P244,0.16149483347833793,0.320955092573011,no
578,P245,0.5039091011936637,0.49468073618266417,no
579,P246,0.7806696326071916,0.7909478759269473,no
580,P247,0.572538307861,0.5818973281862632,no
581,P249,0.41929707232701263,0.12355920146724819,no
582,P250,0.3422140817150977,0.3368492430109401,no
583,P252,0.39085051635019263,0.16976247702093183,no
584,P253,0.6841144580526402,0.49626461006378775,no
585,P254,0.7875143701386883,0.834635038502787,no
586,P256,0.631920222819333,0.6759045151797495,no
587,P257,0.8709382071998844,0.7466558133539061,no
588,P258,0.8574300219765425,0.725604190937521,no
589,P259,0.0,0.0,no
590,P260,0.5561314901647035,0.37409016115672655,no
591,P261,0.16725352109376257,0.06617903168249628,no
592,P262,0.42448529490350406,0.2520217449792338,no
593,P263,0.7638239612500022,0.7709371208367997,no
594,P264,3.6601253594614747e-07,4.982422885380089e-08,no
595,P265,0.83491910051397,0.7015335363878341,no
596,P267,0.7602233518588023,0.7683624169325582,no
597,P268,0.8429864325214593,0.7137550382555691,no
598,P269,0.6266027911079308,0.721541649655769,no
599,P271,0.7859077494169229,0.5716581202015578,no
600,P272,0.6767616444343906,0.6159016799961239,no
601,P273,0.42482677037763283,0.37104819303821157,no
602,P275,0.6358087920455151,0.6312503213989555,no
603,P276,0.43736808521508164,0.15672703132819132,no
604,P277,0.242270766948687,0.19300510361861822,no
605,P278,0.1868361023144468,0.10790775028774446,no
606,P279,0.4276656098769639,0.31228646740090393,no
607,P280,0.352140731528392,0.009641660391039863,no
608,P281,0.464475969433355,0.4160256971661821,no
609,P282,6.550218067946645e-08,7.362608089866995e-08,no
610,P283,6.66664888737678e-07,2.35294055350721e-07,no
611,P284,0.5644862095175013,0.5771108736602503,no
612,P285,0.6126207336206597,0.6337561780736711,no
613,P286,0.5583948576599251,0.5625059582431959,no
614,P287,0.7067643536925672,0.5315618697837513,no
615,P288,0.6528071957088073,0.45079120978770915,no
616,P289,0.7180272034745292,0.41140468092749916,no
617,P290,0.304719037039613,0.398063156021051,no
618,P291,0.6106829409592747,0.629832365436731,no
619,P298,0.7777546962637013,0.577182346388843,no
620,P299,0.5975751819090339,0.12801319767112584,no
621,P300,0.5418042630287233,0.21893284575294536,no
622,P301,0.6527755869282408,0.6531292791462306,no
623,P302,0.24539195949466308,0.14870299371236828,no
624,P303,0.6390190098295446,0.410945359262442,no
625,P304,0.6461618773657912,0.6673051980206592,no
626,P305,0.1453277797393112,0.00526855833033002,no
627,P306,0.47111809849749453,0.05166309603895625,no
628,P307,0.5643750016815221,0.16106049109359777,no
629,P353,2.8502343707437205e-08,2.7069441133065197e-09,no
630,P354,0.5162630277329521,0.17153125259077595,yes
631,P355,2.2075045436054097e-07,1.3415202948507954e-08,no
632,P356,0.0,0.0004999774206431162,no
633,P382,4.166659721693833e-07,2.265005084600702e-07,no
634,P384,0.0,0.0,no
635,P385,0.0031441802798031215,0.06403398872078603,no
636,P387,0.0,0.0,no
637,P391,5.925922412775009e-07,4.467231362603741e-08,no
638,P393,0.0,0.0,no
639,P395,0.8118004410782005,0.6782750128875921,no
640,P405,5.555514403621231e-06,2.999190218633263e-05,no
641,P409,1.5441628742340896e-07,7.830099568728599e-09,no
642,P411,0.0,0.0,no
643,P412,0.42750302487490477,0.23326225912644138,no
644,P415,0.06896084752211118,0.05072247232787763,no
645,P495,0.7957926422616121,0.3282265632980004,no
646,P496,0.8267074461858764,0.34964357385128264,no
647,P497,0.2622702505389821,0.08418971239325546,no
648,P498,0.8261638399342993,0.6247018751192823,no
649,P499,0.7641826171412315,0.6633847014456233,no
650,P500,0.0,0.0,no
651,P501,0.5091979924139378,0.6880553585337238,no
652,P502,0.5515951015309928,0.4617955545875244,no
653,P504,0.8447286101895233,0.4404028485719147,no
654,P505,0.0,0.0,no
655,P506,0.0,0.0,no
656,P507,0.7207212650711121,0.6280297818449069,no
657,P508,0.6973472682581338,0.5539371412851826,no
658,P509,0.19623706618677983,0.11492717874149128,no
659,P510,0.6253557205917839,0.19921574429326094,no
660,P511,0.3794801870810387,0.5338025245262681,no
661,P512,0.46141889061373886,0.6344911742278132,no
662,P513,0.5413372481217005,0.4386948089939029,no
663,P515,0.719360315939499,0.7620417637760624,no
664,P516,0.5063407954410215,0.6900357550465417,no
665,P517,0.4760146597078654,0.5265857291095775,no
